url,title,excerpt
https://us02web.zoom.us/meeting/register/tZMkc-6trDgsHdXHp615q9O_ssiex3RfwV4s,REBOOT DEMOCRACY: AI AND THE FUTURE OF WORKPLACE DEMOCRACY,"Upcoming event on AI's impact on workplace democracy in Reykjavik on May 16, 2024."
https://youtu.be/_WiGTMYjg1Q?si=PRSQZHrtUotb1E5r,,
https://www.eventbrite.com/e/ai-for-participatory-planning-with-urbanistai-tickets-846322462267?aff=oddtdtcreator,AI for Participatory Planning with UrbanistAI,Exploring AI's impact on participatory planning with UrbanistAI.
https://us02web.zoom.us/meeting/register/tZcvcO2uqTosG9GRVPkEykYg4ypoQUTA6SfP,Reboot Democracy: AI and the Future of Lawmaking,"Event registration document for 'Reboot Democracy: AI and the Future of Lawmaking', focusing on AI's impact on lawmaking."
https://rebootdemocracy.ai/events,Reboot Democracy.AI,Exploration of AI's role in enhancing democracy through a lecture series.
https://youtu.be/2t0FDrFx7no?si=Ilj81aCyZ8_y_DMR,,
https://northeastern.zoom.us/meeting/register/tJMtduuppzwpGN0fw7JLu_tZMZ_RG7ok_uoe#/registration,The Internet We Deserve with Tom Wheeler,Meeting registration for 'The Internet We Deserve with Tom Wheeler'
https://rebootdemocracy.ai/blog/googleorg-support-to-train-more-government-workers-in-digital-skills,Reboot Democracy.AI,"Expanding digital skills training for over 50,000 government workers in 15+ states."
https://rebootdemocracy.ai/blog/the-ai-dilemma-governing-for-safety-or-steering-towards-progress,Reboot Democracy.AI,Balancing AI's risks and benefits in governance and democracy.
https://rebootdemocracy.ai/blog/ai-for-the-people-a-federal-mandate-for-inclusive-engagement,AI for the People: A Federal Mandate for Inclusive Engagement,A detailed proposal for enhancing public engagement through AI in federal agencies.
https://rebootdemocracy.ai/blog/preparing-for-an-ai-driven-future-the-government-of-indias-free-ai-for-all-course,Preparing for an AI-Driven Future: The Government of India’s Free AI for All Course,Comprehensive overview of India's 'AI for All' initiative and global AI education efforts.
https://rebootdemocracy.ai/blog/artificial-intelligence-can-help-us-create-a-more-efficient-government,Reboot Democracy.AI,AI's transformative role in government efficiency and public servant training
https://rebootdemocracy.ai/blog/announcing-the-unlocking-literacy-project,Reboot Democracy.AI,AI-driven initiative to enhance literacy rates in diverse communities
https://rebootdemocracy.ai/blog/was-vtaiwan-such-a-big-flop-after-all,"Was vTaiwan Such a Big Flop, After All?",Comprehensive analysis of vTaiwan's achievements and challenges in public policy participation.
https://rebootdemocracy.ai/blog/sam altman one true leader and the missed opportunity for innovation,Reboot Democracy.AI,"Innovative governance models in the AI era, critiquing traditional leadership and proposing democratic structures."
https://rebootdemocracy.ai/blog/ai-in-gov,Reboot Democracy.AI,Impact and adoption of generative AI in public sector operations.
https://rebootdemocracy.ai/blog/nj-ai-taskforce,NJ PBS BIZ BEATS INTERVIEW ON THE NJ AI TASK FORCE,"Insights into the New Jersey AI Task Force's creation, goals, and focus areas."
https://rebootdemocracy.ai/blog/combining-human-and-machine-intelligence-for-enhanced-democracy-with-sir-geoff-mulgan,Reboot Democracy.AI,Sir Geoff Mulgan's lecture on AI and digital tools to enhance democracy
https://rebootdemocracy.ai/blog/exploring-the-power-of-collective-intelligence-a-conversation-with-prateek-buch-and-brendan-arnold,Reboot Democracy.AI,AI in Public Engagement and Policymaking
https://rebootdemocracy.ai/blog/conversing-with-congress-an-experiment-in-ai-enabled-communication,Conversing with Congress: An Experiment in AI-Enabled Communication,Exploration of AI's role in enhancing Congress-constituent communication and trust.
https://rebootdemocracy.ai/blog/crisis-collective-intell,Reboot Democracy.AI,Online course on leveraging technology and collective action for crisis response.
https://rebootdemocracy.ai/blog/AI-restore-faith-in-democracy,Reboot Democracy.AI,AI's role in enhancing democracy and tackling election subversion.
https://rebootdemocracy.ai/blog/HSGAC-Full-Testimony,Harnessing AI to Improve Government Services and Customer Experience,Exploration of AI's transformative potential in government services by Beth Simone Noveck.
https://rebootdemocracy.ai/blog/popvox-ai-legislatures,Reboot Democracy.AI,New POPVOX report on AI's role in legislative processes.
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-1,Reboot Democracy.AI - Weekly News Download,"Weekly AI governance and democracy impact update, covering deepfakes, partnerships, chatbots, AI regulation, public feedback integration, transparency legislation, and cybersecurity job requirements."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-2,"Rebooting Democracy - News That Caught Our Eye #2: January 30th, 2024",Weekly news download on AI's transformative role in governance and democracy.
https://rebootdemocracy.ai/blog/Post-Office-Scandal,"SCANDAL AT THE POST OFFICE: TECHNOLOGY ON TAP, JUSTICE ON TOP","In-depth analysis of the Horizon scandal's impact on technology, oversight, and justice."
https://thegovlab.org/beth-simone-noveck.html,Beth Simone Noveck - Professor and Director,"Comprehensive profile of Beth Simone Noveck, highlighting her roles in AI, democracy, governance, and her significant contributions to public sector innovation."
https://rebootdemocracy.ai/blog/AI-in-Congress,Reboot Democracy.AI,Exploring AI's Role in Modernizing Congress
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-3,Reboot Democracy.AI Newsletter #3,Insightful exploration of AI's integration into governance and democracy.
https://rebootdemocracy.ai/blog/brennan-ai-congress,Reboot Democracy.AI,Insightful Brennan Center report on AI's role in enhancing Congress's efficiency and transparency
https://rebootdemocracy.ai/blog/techreview-ai-law,Reboot Democracy.AI,Impact of AI on legislative processes and technology's role in democracy
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-4,Reboot Democracy.AI - News That Caught Our Eye #4,"Insightful roundup on AI's role in governance and democracy, featuring Google's investment, Imran Khan's AI speech, FCC's robocall ban, and more."
https://rebootdemocracy.ai/blog/AI-Content-Moderation,Reboot Democracy.AI,AI in combating online hate and extremism
https://rebootdemocracy.ai/blog/Ai-Powered-Content-Moderation,Reboot Democracy.AI,AI-powered content moderation's role in mitigating online hate and extremism.
https://rebootdemocracy.ai/blog/launching-innovatema-partnering-with-government-to-build-ai-for-good-and-the-ai-talent-pipeline,,
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-5,"Rebooting Democracy - News That Caught Our Eye #5: February 20th, 2024","Weekly roundup on AI's transformative role in governance, democracy, and societal issues."
https://rebootdemocracy.ai/blog/guns-narratives-ai,"Guns, Narratives, and AI","Exploring parallels between gun control and AI narratives, emphasizing balanced discussions on AI ethics."
https://rebootdemocracy.ai/blog/AI-transcription,Reboot Democracy.AI,AI transcription's role in democratizing conversations across various settings
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-6,Reboot Democracy.AI,"Comprehensive overview of AI's influence on governance and democracy from February 13th to 27th, 2024."
https://blog.thegovlab.org/conversing-with-congress-an-experiment-in-ai-enabled-communication,CONVERSING WITH CONGRESS: AN EXPERIMENT IN AI-ENABLED COMMUNICATION,Study on AI's role in enhancing Congress-constituent communication.
https://blog.thegovlab.org/combining-human-and-machine-intelligence-for-enhanced-democracy-with-sir-geoff-mulgan,Combining Human and Machine Intelligence for Enhanced Democracy with Sir Geoff Mulgan,"Sir Geoff Mulgan's lecture on leveraging human and AI intelligence to rejuvenate democracy, addressing challenges like pandemics and climate change."
https://blog.thegovlab.org/nj-ai-taskforce,Creation of the AI Task Force in New Jersey,Establishment of an AI Task Force in New Jersey to explore and leverage generative AI technologies.
https://blog.thegovlab.org/ai-in-gov,NAVIGATING THE NEW FRONTIER: GENERATIVE AI IN GOV,"Comprehensive exploration of generative AI's adoption, policy issuance, applications, and risk management in government."
https://blog.thegovlab.org/sam-altman-one-true-leader-and-the-missed-opportunity-for-innovation,,
https://blog.thegovlab.org/artificial-intelligence-can-help-us-create-a-more-efficient-government,ARTIFICIAL INTELLIGENCE CAN HELP US CREATE A MORE EFFICIENT GOVERNMENT,AI's role in government efficiency and public servant training initiatives.
https://blog.thegovlab.org/ai-for-the-people-a-federal-mandate-for-inclusive-engagement,AI FOR THE PEOPLE: A FEDERAL MANDATE FOR INCLUSIVE ENGAGEMENT,Advocacy for AI-enhanced public engagement in federal agencies.
https://blog.thegovlab.org/the-ai-dilemma-governing-for-safety-or-steering-towards-progress,ARE WE FOCUSING TOO MUCH ON THE RISKS OF AI AND NOT THE POTENTIAL FOR GOOD?,Exploring AI's potential benefits versus its perceived risks.
https://blog.thegovlab.org/googleorg-support-to-train-more-government-workers-in-digital-skills,GOOGLE.ORG SUPPORT TO TRAIN MORE GOVERNMENT WORKERS IN DIGITAL SKILLS,"Google.org's $2 million funding boosts digital skills training for over 50,000 government workers in 15+ states."
https://blog.thegovlab.org/future-proofing-the-public-sector-through-digital-and-innovation-skills-training,FUTURE-PROOFING THE PUBLIC SECTOR THROUGH DIGITAL AND INNOVATION SKILLS TRAINING,Upskilling German federal employees in digital and innovation skills through the German Digital Academy.
https://blog.thegovlab.org/government-of-for-and-with-the-people-the-smartest-cities-are-those-that-listen-to-their-citizens,"GOVERNMENT OF, FOR AND WITH THE PEOPLE: THE SMARTEST CITIES ARE THOSE THAT LISTEN TO THEIR CITIZENS",Insight into global cities engaging citizens for urban solutions.
https://blog.thegovlab.org/a-letter-from-the-reinvented-student-council,A LETTER FROM THE REINVENTED STUDENT COUNCIL,"Initiative by the Student Council to use technology for amplifying diverse educational voices, supported by The GovLab and the Gates Foundation."
https://blog.thegovlab.org/the-governance-lab-launches-online-course-in-innovation-for-social-good,THE GOVERNANCE LAB LAUNCHES ONLINE COURSE IN INNOVATION FOR SOCIAL GOOD,Free online course by The GovLab at NYU Tandon for innovative problem-solving in social issues.
https://blog.thegovlab.org/share-your-expertise-on-big-health-data-with-aarp-and-the-govlab,SHARE YOUR EXPERTISE ON BIG HEALTH DATA WITH AARP AND THE GOVLAB,Invitation to engage in a crowdlaw initiative on big health data by AARP and GovLab.
https://blog.thegovlab.org/public-entrepreneurship-and-policy-engineering,PUBLIC ENTREPRENEURSHIP AND POLICY ENGINEERING,Exploration of public entrepreneurship's role in leveraging technology for societal issues like inequality and climate change.
https://blog.thegovlab.org/before-training-public-servants-you-must-educate-yourself,"BEFORE TRAINING PUBLIC SERVANTS, YOU MUST EDUCATE YOURSELF",Exploring the necessity of assessing digital literacy and innovation skills in public servants to enhance training programs.
https://blog.thegovlab.org/crowdlaw-manifesto,CROWDLAW MANIFESTO,A detailed manifesto advocating for enhanced public engagement in lawmaking through technology.
https://blog.thegovlab.org/more-than-a-coin-the-rise-of-civic-cryptocurrency,MORE THAN A COIN: THE RISE OF CIVIC CRYPTOCURRENCY,Exploration of civic cryptocurrencies' role in urban development and social engagement.
https://blog.thegovlab.org/new-wine-and-new-bottles-the-promise-of-research-in-the-age-of-big-data,NEW WINE AND NEW BOTTLES: THE PROMISE OF RESEARCH IN THE AGE OF BIG DATA,Insightful review of 'Bit by Bit: Social Research in the Digital Age' and its exploration of big data's transformative role in research across sectors.
https://blog.thegovlab.org/congress-is-broken-crowdlaw-could-help-fix-it-2,CONGRESS IS BROKEN. CROWDLAW COULD HELP FIX IT,Exploration of Congress's inefficiencies and CrowdLaw's potential to enhance legislative processes.
https://blog.thegovlab.org/book-review-how-to-mobilize-group-intelligence,BOOK REVIEW: HOW TO MOBILIZE GROUP INTELLIGENCE,Beth Simone Noveck reviews Geoff Mulgan’s exploration of collective intelligence's potential and challenges in the digital age.
https://blog.thegovlab.org/legislature-2-0,LEGISLATURE 2.0: CROWDLAW AND THE FUTURE OF LAWMAKING,Exploring CrowdLaw for public engagement in lawmaking via technology.
https://blog.thegovlab.org/enhancing-how-governments-assess-awareness-of-zika,ENHANCING HOW GOVERNMENTS ASSESS AWARENESS OF ZIKA,Insights from an online conference on improving government strategies for Zika awareness assessment.
https://blog.thegovlab.org/a-revolutionary-toolbox,A REVOLUTIONARY TOOLBOX,"Launch of #RevolucionCR, a platform for disruptive innovation in Costa Rica."
https://blog.thegovlab.org/smarter-crowdsourcing-for-zika,SMARTER CROWDSOURCING FOR ZIKA,Initiative leveraging smarter crowdsourcing to tackle Zika virus by engaging global expertise.
https://blog.thegovlab.org/data-driven-criminal-justice-projects-coaching-program-launches-this-week-online-mentoring-to-support-public-interest-entrepreneurs,DATA DRIVEN CRIMINAL JUSTICE PROJECTS COACHING PROGRAM: ONLINE MENTORING TO SUPPORT PUBLIC INTEREST ENTREPRENEURS,Online mentoring for public interest entrepreneurs on data-driven criminal justice projects.
https://blog.thegovlab.org/18326-2,Data Driven Criminal Justice Projects Coaching Program Launches This Week: Online Mentoring to Support Public Interest Entrepreneurs,Online coaching program launch for supporting data-driven projects in criminal justice reform.
https://blog.thegovlab.org/hacking-skillfinder-how-the-world-banks-talent-network-can-reduce-poverty,Hacking SkillFinder: How the World Bank's Talent Network Can Reduce Poverty,"In-depth analysis of the World Bank's SkillFinder tool, its development, functionality, and its potential in poverty alleviation."
https://blog.thegovlab.org/participatory-democracys-emerging-tools,PARTICIPATORY DEMOCRACY’S EMERGING TOOLS,New technologies enhancing participatory democracy
https://blog.thegovlab.org/sign-up-for-govlab-academy-coaching-programs,Sign Up for GovLab Academy Coaching Programs,Free coaching programs by GovLab Academy for civic engagement and innovation.
https://blog.thegovlab.org/opendata-victory-court-orders-irs-to-make-public-machine-readable-990-non-profit-tax-return-data,#OPENDATA VICTORY: COURT ORDERS IRS TO MAKE PUBLIC MACHINE READABLE 990 NON-PROFIT TAX RETURN DATA,Court mandates IRS to release machine-readable non-profit tax return data for public access.
https://blog.thegovlab.org/opengov-voices-transparency-is-not-just-television,OPENGOV VOICES: TRANSPARENCY IS NOT JUST TELEVISION,Critique of Congress's transparency through TV and call for deeper measures.
https://blog.thegovlab.org/from-governing-measuring-the-impact-of-public-innovation-in-the-wild,Measuring the Impact of Public Innovation in the Wild,Exploration of a network's efforts to address societal issues through science and technology innovations.
https://blog.thegovlab.org/an-independent-open-contracting-partnership-is-launched,AN INDEPENDENT OPEN CONTRACTING PARTNERSHIP IS LAUNCHED,Launch of the Open Contracting Partnership to enhance government contract transparency.
https://blog.thegovlab.org/oxford-internet-institute-interenet-and-society-awards,"OXFORD INTERNET INSTITUTE ""INTERNET AND SOCIETY AWARDS""",Personal reflection on receiving the Internet and Society Award from the Oxford Internet Institute.
https://blog.thegovlab.org/solving-public-problems-with-technology,SOLVING PUBLIC PROBLEMS WITH TECHNOLOGY,"A hands-on course leveraging technology for civic innovation, involving experts and institutions like Arizona State, MIT, and NYU."
https://blog.thegovlab.org/technologys-crucial-role-in-the-fight-against-hunger,TECHNOLOGY’S CRUCIAL ROLE IN THE FIGHT AGAINST HUNGER,Exploring technology's role in combating food insecurity in the U.S. through innovation and public-private partnerships.
https://blog.thegovlab.org/the-technology-we-need-to-protect-children,THE TECHNOLOGY WE NEED TO PROTECT CHILDREN,Exploring technology's role in child protection
https://blog.thegovlab.org/geeks-meet-wonks-collective-intelligence-2014-matchmaking-ignite-session,GEEKS MEET WONKS: COLLECTIVE INTELLIGENCE 2014 MATCHMAKING IGNITE SESSION,Matchmaking event at MIT for pitching public interest projects to collective intelligence researchers.
https://blog.thegovlab.org/what-do-we-want-open-data-when-do-we-want-it-now-the-govlab-launched-open-data-now-book,WHAT DO WE WANT? OPEN DATA! WHEN DO WE WANT IT? NOW! – THE GOVLAB LAUNCHED OPEN DATA NOW BOOK,"Launch of 'Open Data Now' by Joel Gurin, highlighting open data's role in enhancing governance and innovation."
https://blog.thegovlab.org/the-evolution-of-gov-3-0-training-the-21st-century-problem-solver,THE EVOLUTION OF #GOV30: TRAINING THE 21ST CENTURY PUBLIC PROBLEM SOLVER,"Comprehensive overview of the Gov 3.0 course's development and its aim to train effective public problem solvers with a blend of technology, law, and policy."
https://blog.thegovlab.org/needed-a-new-generation-of-game-changers-to-solve-public-problems,Needed: A New Generation of Game Changers to Solve Public Problems,Launch of new GovLab Academy training programs to cultivate problem-solving skills in governance.
https://blog.thegovlab.org/how-do-we-know-who-knows-what,HOW DO WE KNOW WHO KNOWS WHAT?,Exploring the identification and utilization of public expertise for solving public challenges through innovative methods.
https://blog.thegovlab.org/smart-cities-smart-citizens,SMART CITIES: SMART CITIZENS – ICMA KEYNOTE,Comprehensive overview of smart cities and citizen engagement through big data and crowdsourcing.
https://blog.thegovlab.org/the-govlab-living-labs-experiments-in-smarter-governance,THE GOVLAB LIVING LABS: EXPERIMENTS IN SMARTER GOVERNANCE,"Innovative governance exploration through technology, citizen engagement, and collective intelligence."
https://blog.thegovlab.org/learning-by-doing-the-govlabs-living-labs,LEARNING BY DOING: THE GOVLAB’S LIVING LABS,Exploration of The GovLab's Living Labs for enhancing governance through real-world projects.
https://blog.thegovlab.org/the-govlab-editorial-board,"THE GOVLAB ""EDITORIAL BOARD""","Daily Editorial Board meetings at GovLab focus on governance innovations, policy developments, and technology news to enhance open government."
https://blog.thegovlab.org/from-russia-with-love,FROM RUSSIA WITH LOVE,Presentation on 'Solving Public Problems with Crowdsourcing' to 80 Russian governors.
https://blog.thegovlab.org/innovating-the-innovation-process-re-imagining-university-research,INNOVATING THE INNOVATION PROCESS: RE-IMAGINING UNIVERSITY RESEARCH,"In-depth exploration of Harvard Catalyst's transformation of research through open innovation, focusing on a Type I Diabetes challenge."
https://blog.thegovlab.org/wiki-style-government,WIKI STYLE GOVERNMENT,A detailed report advocating for a 'wiki style' approach in public policymaking to enhance engagement.
https://blog.thegovlab.org/groupy-once-more-j-richard-hackman-on-group-behavior-and-performance,"""GROUPY ONCE MORE"": J. RICHARD HACKMAN ON GROUP BEHAVIOR AND PERFORMANCE",Comprehensive tribute to J. Richard Hackman's extensive study on group dynamics and performance.
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-7,"Rebooting Democracy - News That Caught Our Eye #7: March 14th, 2024","Weekly insights on AI's role in governance, democracy, journalism, education, diversity, and regulation."
https://rebootdemocracy.ai/blog/skills-first-singapore,Reboot Democracy.AI,Singapore's initiative to train workers over 40 for the AI future
https://rebootdemocracy.ai/blog/let-ai-remake-the-whole-us-government-with-human-ingenuity-alongside-data,Reboot Democracy.AI,Critique of AI's role in U.S. government services transformation
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-8,"Rebooting Democracy - News That Caught Our Eye #8: March 18th, 2024","Weekly news roundup on AI's role in governance and democracy, covering regulatory actions, technological advancements, and international developments."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-9,Reboot Democracy.AI,Exploring AI's Role in Governance and Democracy
https://rebootdemocracy.ai/blog/omb-ai-guidance,"New White House Guidance on AI: Strong on Skills, Short on Public Engagement",In-depth analysis of the White House's AI guidance focusing on workforce skills and critiquing the lack of public engagement strategies.
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-10,Reboot Democracy.AI Newsletter #10,"Insightful overview on AI's evolving role in governance, democracy, and the news ecosystem."
https://rebootdemocracy.ai/blog/upskilling-workforce-age-AI,Upskilling Your Workforce for the Age of AI,Expert discussion on AI's role in public service efficiency and workforce development.
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-11,"Rebooting Democracy - News That Caught Our Eye #11: April 9th, 2024","Weekly insights on AI's role in governance, democracy, and policy, featuring global examples and debates."
https://rebootdemocracy.ai/blog/new-jersey-is-turning-to-ai-to-improve-the-job-search-process,Reboot Democracy.AI,Overview of New Jersey's AI-driven MyCareer.NJ.Gov initiative for job search and training.
https://rebootdemocracy.ai/blog/Audrey-Tang-Job-Description,Reboot Democracy.AI,"Exploring Audrey Tang's poetic job description as a blueprint for generative AI in participatory democracy, focusing on themes like transforming the Internet of Things into an Internet of beings and promoting shared virtual realities."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-12,Rebooting Democracy - News That Caught Our Eye #12,"A weekly news download highlighting AI's impact on governance and democracy, covering topics from AI in judiciary to public administration."
https://rebootdemocracy.ai/blog/Metzl-Book-Talk-Harvard,Reboot Democracy.AI,"Discussion on public health, mass shootings, and AI narratives"
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-13,Reboot Democracy.AI Newsletter #13,"Detailed exploration of AI's influence on governance, including state IT, data protection, and international AI strategies."
https://rebootdemocracy.ai/blog/Audrey-Tang-Video-TOC,Interview with Taiwan's Digital Minister Audrey Tang for Reboot Democracy,"Comprehensive interview with Audrey Tang on Taiwan's tech, democracy, and AI."
https://rebootdemocracy.ai/blog/Notebook-LM-Video,Reboot Democracy.AI,Steven Berlin Johnson introduces Google's NotebookLM for public professionals at InnovateUS.
https://rebootdemocracy.ai/blog/Ethan-Mollick-Co-Intelligence,Reboot Democracy.AI,Review of 'Co-Intelligence' by Ethan Mollick on AI as a creative catalyst in decision-making and creativity.
https://rebootdemocracy.ai/blog/booker-AI-grand-challenges,Senator Booker Introduces AI Grand Challenges Act,"New legislation, the AI Grand Challenges Act, introduced by Senators Booker, Rounds, and Heinrich, aims to foster AI innovation through prize-backed challenges."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-14,Reboot Democracy.AI - News That Caught Our Eye #14,"Detailed coverage of AI's impact on governance, including legislative updates, legal actions, and educational initiatives."
https://rebootdemocracy.ai/blog/Research-Radar-AI-Procurement,Reboot Democracy.AI: Ethical AI Procurement for Government Use,"Exploring ethical AI procurement practices from Brazil, Singapore, and Canada, highlighting pitfalls and suggesting improvements."
https://rebootdemocracy.ai/blog/upcoming-Orly-Lobel-event,Reboot Democracy.AI,Online event on AI and workplace democracy featuring Orly Lobel
https://rebootdemocracy.ai/blog/countering-election-subversion-27-strategies-to-build-a-stronger-democracy,Countering Election Subversion: 27 Strategies to Build a Stronger Democracy,"A comprehensive guide on strengthening democratic institutions in the U.S., featuring 27 strategic recommendations to combat election denialism and sabotage."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-15,Reboot Democracy.AI Newsletter #15,"Comprehensive insights into AI's impact on governance, democracy, and societal implications."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-16,Reboot Democracy.AI Newsletter #16,"In-depth exploration of AI's role in governance, featuring U.S.-China policy talks, AI legislation, and innovative AI tools."
https://rebootdemocracy.ai/blog/bipartisan-senate-recommendations-AI,Senate Working Group Proposes $32 Billion Annual Investment Plan to Spur AI Innovation,"Senate AI Working Group proposes a $32 billion annual AI investment strategy focusing on biotechnology, advanced computing, and national security."
https://rebootdemocracy.ai/blog/Bot-Beat-podcast,Reboot Democracy.AI - Bot Beat Podcast Announcement,"Launch announcement of 'Bot Beat', a podcast by Jay Kemp from the Burnes Center, focusing on AI's impact on journalism."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-17,Reboot Democracy.AI - News That Caught Our Eye #17,"Detailed coverage of AI's influence on governance, including digital democracy, energy infrastructure, labor guidelines, and educational approaches."
https://rebootdemocracy.ai/blog/orly-lobel-workplace-democracy-blogcast,Interview with Orly Lobel on 'AI and the Future of Workplace Democracy',Interview with Orly Lobel on AI's role in enhancing workplace democracy through digital technology.
https://rebootdemocracy.ai/blog/plus-ca-change-humanite,Plus Ça Change: Is a Public Internet But a Dream,Exploring the evolving impact of new media on democracy over 25 years
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-18,Reboot Democracy.AI Newsletter #18,"Exploring AI's impact on governance, privacy, public service enhancements, and economic development."
https://rebootdemocracy.ai/blog/research-radar-IDEM,Reboot Democracy.AI: Breaking Language Barriers with the EU's IDEM Project,EU's IDEM project leverages AI to enhance democratic participation by simplifying text for marginalized communities.
https://rebootdemocracy.ai/blog/govtech-where-to-start-with-AI,Reboot Democracy.AI: GovTech and AI Adoption,"Exploration of AI adoption in government sectors across the U.S., highlighting specific states and cities."
https://rebootdemocracy.ai/blog/research-radar-news-recommender-systems,Research Radar: Impact of Algorithmic News Recommenders on Political Agendas in Denmark,Study on the impact of algorithmic news recommenders on political news exposure and diversity during Denmark's 2022 general election.
https://rebootdemocracy.ai/blog/wihbey-epistemic-risk,The AI Echo Chamber: New Paper on AI and Epistemic Risk,"John P. Wihbey explores the risks AI poses to democracy, focusing on AI alignment, mechanism design, and epistemic risk."
https://rebootdemocracy.ai/blog/Road-To-Accountable-AI-podcast,Reboot Democracy.AI - The Road to Accountable AI,"Podcast series by Kevin Werbach discussing responsible AI implementation, featuring interviews with experts on AI accountability."
https://rebootdemocracy.ai/blog/innovate-us-fast-field-scanning-course,Reboot Democracy.AI: New InnovateUS Course – 'What Works: Fast Field Scanning with AI',A new free online course titled 'What Works: Fast Field Scanning with AI' designed to enhance skills in data analysis and policy-making using AI.
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-19,"News That Caught Our Eye #19: June 4th, 2024","Comprehensive overview of AI's impact on governance, democracy, and various sectors including healthcare and education."
https://rebootdemocracy.ai/blog/smarter-crowdsourcing-and-policy-synth-report,Reboot Democracy.AI: Launch of New AI Problem-Solving Toolkit,"Launch report of Policy Synth, a new AI toolkit by The GovLab and Citizens Foundation for enhancing public problem-solving."
https://rebootdemocracy.ai/blog/NJ-AI-Public-Survey,Reboot Democracy: New Jersey Co-Creates AI Strategy with Public-Sector Staff,"New Jersey engages public-sector employees to co-create an AI strategy focusing on awareness, use, and training preferences."
https://rebootdemocracy.ai/blog/listen-building-tech-that-doesnt-suck-the-lever-podcast-talks-with-beth-noveck-about-the-irs-direct-file-pilot,Reboot Democracy.AI,Discussion on government technology and public-private collaboration in The Lever podcast
https://rebootdemocracy.ai/blog/listening-to-the-unheard-mexicos-unprecedented-effort-to-rebuild-trust-in-its-justice-system,Reboot Democracy.AI: Listening to the Unheard,Initiative to rebuild trust in Mexico's justice system through collaborative forums organized by GovLab Fellow Dino Cantu.
https://rebootdemocracy.ai/blog/the-civic-bargain-how-democracy-survives-with-authors-brook-manville-and-josiah-ober,Reboot Democracy.AI,"Discussion on 'The Civic Bargain: How Democracy Survives' by Brook Manville and Josiah Ober, moderated by Beth Simone Noveck"
https://rebootdemocracy.ai/blog/ai-for-citizen-engagement-with-robert-bjarnason-of-citizens-foundation-colin-megill-of-polis-and-professor-ariel-procaccia-of-harvard-university,Reboot Democracy.AI,"Exploring AI's role in enhancing democratic engagement with experts Róbert Bjarnason, Colin Megill, and Ariel Procaccia"
https://rebootdemocracy.ai/blog/ai-and-the-future-of-youth-democracy-with-zamaan-qureshi-of-design-it-for-us-sneha-revanur-of-encode-justice-and-daniella-dipaola-of-the-mit-media-lab,Reboot Democracy.AI,"Panel discussion on AI and youth democracy featuring Zamaan Qureshi, Sneha Revanur, and Daniella DiPaola"
https://rebootdemocracy.ai/blog/how-the-history-of-the-internet-could-inform-the-future-of-democracy-and-ai-with-vinton-cerf-and-john-battelle,Reboot Democracy.AI,Exploring the impact of AI on democracy with Vint Cerf and John Battelle
https://rebootdemocracy.ai/blog/ai-and-the-media-with-jill-abramson-and-ethan-zuckerman,Reboot Democracy.AI,Exploring the impact of AI on media and democracy with Jill Abramson and Ethan Zuckerman
https://rebootdemocracy.ai/blog/the-internet-we-deserve-with-professor-larry-lessig-of-harvard-law-school,Reboot Democracy.AI,"A detailed discussion on intellectual property in the Internet era featuring Professor Larry Lessig, as part of the 'Rebooting Democracy in the Age of AI' series."
https://rebootdemocracy.ai/blog/ai-and-democracys-first-principles-with-danielle-allen-and-ac-grayling,Reboot Democracy.AI,Exploring the intersection of AI and democracy with Danielle Allen and A.C. Grayling
https://rebootdemocracy.ai/blog/ai-and-the-future-of-lawmaking-with-marci-harris-of-popvox,Reboot Democracy.AI,Exploring AI's role in modernizing lawmaking with Marci Harris of POPVOX
https://rebootdemocracy.ai/blog/the-internet-we-deserve-with-tom-wheeler,Reboot Democracy.AI,"A discussion on net neutrality, privacy, and cybersecurity featuring Tom Wheeler and moderated by John Battelle."
https://rebootdemocracy.ai/blog/coeckelbergh-book,Reboot Democracy.AI,"A critique of AI's impact on democracy, focusing on power concentration and the need for democratic governance."
https://rebootdemocracy.ai/blog/mitchell-weiss-AI-in-government,Reboot Democracy.AI,"Exploring AI's potential roles in government as a 'Chief of Stuff', handling diverse tasks and responsibilities."
